fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
31327,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Tennant Creek-Darwin Grav,G0600008,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,AUS,"NT,WA",-12,-19.55,134.3333,130.75,10/01/1960,01/31/1961,On,,,,license,license,unclassified,,,196008
31328,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Hay-Wentworth-Loxton Grav,G0600015,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,AUS,"ACT,NSW,VIC",,,,,12/01/1960,12/31/1960,On,,,,license,license,unclassified,,,196015
31330,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Calibration Ranges, Grav",G0600091,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,AUS,All states,-19.25267,-42.92583,153.01833,115.98667,,,On,,,EPSG:4202,license,license,unclassified,,,196091
31331,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,BMR Helicopter Grav NT-Queensland,G0610011,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,,,BMR,processor,,,BMR,owner,,AUS,"NT,QLD",-20.97667,-26.03,142.61167,131.66,07/17/1961,09/30/1961,On,RW,Bell 47J &  Bristol Sycamore,,license,license,unclassified,,,196111
31332,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Bombala-Cann River-Orbost Grav,G0610015,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,AUS,"NSW,VIC",-36.8333,-37.75,149.25,148.4167,5/01/1961,05/31/1961,On,,,,license,license,unclassified,,,196115
31333,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Windmill Island Antarctica Grav,G0620017,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,ATA,AAT,-66.1667,-66.5,110.7667,110.333,01/17/1962,05/13/1962,On,RW,"helicopter, boat, dog sledge",,license,license,unclassified,NO data in DB but listings in BMR Record 1966/129,,196217
31334,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Wilkes-Vostok, Antarctica Grav",G0620018,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,ATA,AAT,-66.1667,-78.45,116,106.8667,09/17/1962,01/14/1963,On,QB,motorised sledges,,license,license,unclassified,"Gravity data in report, but not in Database,",,196218
31335,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Alton Downs Grav,G0620040,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Delhi Petroleum Pty Ltd,principalInvestigator,Geophysical Survey,resourceProvider,Layton Geophysical,processor,,,,,,AUS,"QLD,SA",-25.9018,-27.00333,139.53497,138.26913,7/07/1962,12/19/1962,On,4W,"5 Landrovers, 7ton Bedford",,license,license,unclassified,,,196240
31336,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,North West Victoria Grav,G0620046,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,Frome/BHP,resourceProvider,,,,,,,,AUS,"ACT,NSW,VIC",,,,,,,On,,,,license,license,unclassified,,,196246
31337,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Wilkes Antarctica Grav,G0630028,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,ATA,AAT,,,,,09/29/1962,5/11/1963,On,,,,license,license,unclassified,,,196328
31341,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Australia Wide Grav,G0640010,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,BMR,owner,,AUS,All states,-14.45,-29.35333,149.18333,122.23333,,,On,FW,,EPSG:4202,license,license,unclassified,Part of survey 196491 but not up to Isogal standard,,196410
31343,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Fraser Island Grav,G0640030,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Shell,principalInvestigator,Shell Dev (Aust) P/L,resourceProvider,Layton Geophysical,processor,,,,,,AUS,QLD,,,,,,,On,,,,license,license,unclassified,,,196430
31344,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Milparinka-Queensland Border Grav,G0640041,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,NSW Mines Dept,principalInvestigator,NSW Mines Dept,resourceProvider,,,,,,,,AUS,"NSW,QLD",,,,,9/01/1964,09/30/1964,On,,,,license,license,unclassified,Data may be held under survey 196452,,196441
31345,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Cooper Creek Seismic, Grav, Seismic Refraction",G0640045,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV SEISR,Delhi Petroleum Pty Ltd,principalInvestigator,United Geophysics Corporation,resourceProvider,,,,,,,,AUS,"QLD,SA",-27.10833,-28.93467,141.31467,138.99033,2/10/1964,12/12/1964,On,4W,,,license,license,unclassified,,,196445
31346,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Isogal Grav, Australia",G0640091,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,BMR,owner,,AUS,All states,-12.02,-42.90833,153.08333,114.975,05/22/1964,01/14/1965,On,FW,VH-FWH,EPSG:4202,license,license,unclassified,,,196491
31347,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Helicopter Grav NT, WA",G0650005,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Wongela Geophysics,principalInvestigator,Wongela Geophysics,resourceProvider,,,,,,,,AUS,"NT,WA",-17.95,-17.95,135.90167,135.90167,,,On,RW,"Bell 47G3B, 47G2, Hiller 12C",EPSG:4202,license,license,unclassified,,,196505
31348,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Helicopter Grav NT, WA",G0650006,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,Wongela Geophysics,resourceProvider,,,,,,,,AUS,"NT,WA",-15.94333,-22.96167,139.50333,128.94,,,On,RW,,,license,license,unclassified,Reliability changed from 0 to 1 see Processing comments,,196506
31359,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Nulla Nulla Grav,G0650022,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Aust Oil and Gas,principalInvestigator,Dept Mines SA,resourceProvider,,,,,,,,AUS,"NSW,SA",-33,-34,142,140.5,3/04/1965,4/04/1965,On,,,,license,license,unclassified,,,196522
31360,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,South Queensland-North NSW Grav,G0650025,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,AUS,"NSW,QLD",-26.81167,-31.55667,153.03,142.59667,11/01/1965,12/31/1965,On,,,EPSG:4202,license,license,unclassified,,,196525
31361,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Wilcannia-Echuca Grav,G0650042,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,NSW Mines Dept,principalInvestigator,NSW Mines Dept,resourceProvider,NSW Mines Dept,processor,,,NSW Mines Dept,owner,,AUS,"NSW,VIC",-31.74667,-36.1195,144.9695,143.44883,3/01/1965,03/31/1965,On,,,,license,license,unclassified,,,196542
31362,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Central, Eastern Australia Calibration Line",G0650091,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR/USAF,principalInvestigator,BMR/USAF,resourceProvider,BMR,processor,,,,,,AUS,All states,-16.92833,-37.78667,152.7,144.89167,01/30/1965,02/20/1965,On,CA,"Commercial Aircraft, Car",EPSG:4202,license,license,unclassified,,,196591
