SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
194931,"Gravimetric Survey -  Copper Glow Area, Broken Hill",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
195313,Snowy Mountain Area Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.045,-36.40667,149.09333,148.62333,LAND,GRAV,3/01/1953
195513,New England Ranges Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,10/12/1955
195621,Murray Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34,-35.5,143.75,142,LAND,GRAV,10/09/1956
195636,Sydney Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
195637,Sydney Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32,-36,153,150,LAND,GRAV,
195839,Pooncarie Area Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.6642,-34.1142,143.458,141.745,LAND,GRAV,7/01/1957
195905,"Hay-Parkes-Walgett-Gilgandra, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.00583,-34.36117,151.70083,145.03667,LAND,GRAV,11/01/1959
195936,Oaklands Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.5,-36,146.5,145,LAND,GRAV,5/01/1959
196004,North East NSW Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.96667,-30.175,151.70667,147.79833,LAND,GRAV,9/01/1960
196033,Murray Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.01317,-35.93833,145.06967,143.32667,LAND,GRAV,10/01/1960
196049,Deniboota Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.416667,-35.916667,144.833333,144.333333,LAND,GRAV,10/01/1960
196105,North Eastern NSW-South Eastern Qld Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.85,-32.0325,152.96333,148.19667,LAND,GRAV,05/15/1961
196132,Urisino-Tongo Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.98667,-30.79333,144.4167,143.04333,LAND,GRAV,08/27/1961
196136,"Oaklands Basin Seismic, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.5,-35.75,146.25,144.75,LAND,GRAV SEIS,08/21/1961
196141,Sydney Basin Grav PEL 59,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
196168,Nowra Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.5,-35.8,151,150,LAND,GRAV,10/27/1961
196268,Girvan Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.516667,,,,LAND,GRAV,1/01/1962
196326,Lake George Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.45,-35.3,149.625,149.2333,LAND,GRAV,12/01/1962
196329,"Merriwa along 6133 Seismic line, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.14817,-32.2575,150.48583,150.321,LAND,GRAV,6/04/1963
196335,East Darling Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.605,-32.4339,145.573,143.1,LAND,GRAV,6/06/1963
196342,Carinda Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.40667,-31.26,147.88233,147.17433,LAND,GRAV,11/15/1963
196345,Broken Hill-Cobar Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.5028,-32.0778,145.8112,141,LAND,GRAV,6/01/1963
196350,Parkes-Dubbo-Cobar Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.5016,-33.1361,148.5862,145.8583,LAND,GRAV,9/01/1963
196352,Stephens Creek Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.666667,-32,142.583333,141.583333,LAND,GRAV,03/31/1963
196357,Cobar-Moree-Gwydir River Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-28.5555,-31.4666,150.35833,145.8467,LAND,GRAV,8/01/1963
196358,Broken Hill-Dalo Creek Bridge-Barrier Hwy,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
196422,Arrowsmith Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30,-30.75,141.833333,141.33333,LAND,GRAV,4/01/1964
196424,Shellharbour Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.533333,-34.65,150.916667,150.76667,LAND,GRAV,08/15/1964
196425,Menindee Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.433333,-33,143.75,141.58333,LAND,GRAV,05/24/1964
196434,Gunnedah-Port Macquarie Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.28854,-31.36383,151.9555,150.25833,LAND,GRAV,7/01/1964
196435,White Cliffs Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.456,-31.82983,144.4053,142.6833,LAND,GRAV,05/18/1964
196436,Dandaloo Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.705,-32.27333,148.235,147.49167,LAND,GRAV,07/27/1964
196452,Broken Hill-Bourke Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29,-31.9305,146.01383,141.4805,LAND,GRAV,9/01/1962
196453,"Cobar-Moree-Goondiwindi-Gunnedah, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,9/01/1962
196454,Mootwingee Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,08/19/1963
196521,New Windy Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.366667,-31.616667,150.5,150.25,LAND,GRAV,08/23/1965
196523,Topar Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.25,-31.75,142.58333,142.08333,LAND,GRAV,01/15/1965
196530,Nucha Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.31667,-31.6133,142.32833,141.63667,LAND,GRAV,2/01/1965
196535,Ivanhoe Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.1917,-34.015,145.7603,142.99,LAND,GRAV,11/18/1965
196538,Dubbo-Werris Creek Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.22833,-32.52333,150.9,148.56833,LAND,GRAV,8/01/1965
196539,Forbes-Narrandera Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.15283,-34.73617,148.1695,146.58617,LAND,GRAV,7/01/1965
196541,Wagga Wagga-Newcastle Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.3,-35.21833,151.78617,147.4,LAND,GRAV,11/01/1965
196545,"Wilcannia-Menindee-Ivanhoe etc, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.57667,-34.625,144.27217,142.3555,LAND,GRAV,
196604,Southern NSW Region Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.352,-35.93583,150.00917,147.13933,LAND,GRAV,01/25/1966
196618,"Fill-in work Helicopter Training, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,12/01/1966
196619,Cootamundra Detail Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.48667,-34.84667,148.49717,147.88183,LAND,GRAV,1/01/1966
196629,PEL 203 Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,08/15/1966
196692,Sydney Tie Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.93333,-33.93333,151.18,151.18,LAND,GRAV,9/01/1966
196711,"Sub Base Network Cootamundra, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,1/09/1967
196718,Canberra Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.23033,-35.38083,149.17817,149.0535,LAND,GRAV,12/01/1967
196730,Scopes Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.6525,-32.98717,143.1595,141.07267,LAND,GRAV,1/11/1967
196747,"Packsaddle Seismic, Grav",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.465,-30.727,141.9567,141.6633,LAND,GRAV SEIS,9/09/1967
196749,Gulgong Goldfields Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
196817,Parkes-Narromine Heli & road Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.03333,-33.89833,148.18833,147.62833,LAND,GRAV,7/01/1968
196818,Parkes-Narromine Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.00333,-33.93333,148.51167,147.00333,LAND,GRAV,
196827,Poopelloe Lake Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,7/05/1968
196828,Peri Lake Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.5,-31,143.85,143.25,LAND,GRAV,06/17/1968
196832,"Four Corners Grav, Magnetic",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.91517,-32.203,142.746,142.149,LAND,GRAV MAG,3/11/1968
196833,Murrumbidgee Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.98233,-35.05517,147.00083,144.01383,LAND,GRAV,8/04/1968
